caseid,weight,Q_Norms_pick,Q_Institutions_pick,Q_Rights_pick,Q_Elections_pick,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q1_16,Q1_17,Q1_18,Q1_19,Q1_20,Q1_21,Q1_22,Q1_23,Q1_24,Q1_25,Q1_26,Q1_27,Q1_28,rating_USA,democracy_importance,NormsR_1,NormsR_2,NormsR_3,Norms_4,Norms_5,Norms_6,InstitutionsR_1,InstitutionsR_2,InstitutionsR_3,Institutions_4,Institutions_5,Institutions_6,RightsR_1,RightsR_2,RightsR_3,Rights_4,Rights_5,Rights_6,ElectionR_1,ElectionR_2,ElectionR_3,Elections_4,Elections_5,Elections_6,Q173_1,Q173_2,Q173_3,Q161_1,Q161_2,Q161_3,Q175_1,Q175_2,Q175_3,Q174_1,Q174_2,Q174_3,Q176_1,Q176_2,Q176_3,Q176_4,polinterest,approve_trmp,agreement,senator_term,prestimes,num_senators,prime_minister,houserep_term,answer_lookup,take_serious,comments,page_Q1_grid_timing,page_rating_USA_timing,page_democracy_importance_scale_,page_Norms_grid_timing,page_NormsR_grid_timing,page_Institutions_grid_timing,page_InstitutionsR_grid_timing,page_Rights_grid_timing,page_RightsR_grid_timing,page_Election_grid_timing,page_ElectionR_grid_timing,page_Q173_grid_timing,page_Q161_grid_timing,page_Q175_grid_timing,page_Q174_grid_timing,page_Q176_grid_timing,page_inputstate_timing,page_ideo7_timing,page_page_pid3_timing,page_page_pid7_timing,page_educ7_timing,page_ethnicity_timing,page_polinterest_timing,page_approve_trmp_timing,page_next_intro_pg_timing,page_senterm_pg_timing,page_presterm_pg_timing,page_primemin_pg_timing,page_houseterm_pg_timing,page_cheaters_pg_timing,page_serious_pg_timing,page_comments_timing,Q1_order_1,Q1_order_2,Q1_order_3,Q1_order_4,Q1_order_5,Q1_order_6,Q1_order_7,Q1_order_8,Q1_order_9,Q1_order_10,dad_order_1,dad_order_2,dad_order_3,dad_order_4,Norms_1_order,Norms_2_order,Norms_3_order,NormsR_1_order,NormsR_2_order,NormsR_3_order,Institutions_1_order,Institutions_2_order,Institutions_3_order,InstitutionsR_1_order,InstitutionsR_2_order,InstitutionsR_3_order,Election_1_order,Election_2_order,Election_3_order,ElectionR_1_order,ElectionR_2_order,ElectionR_3_order,Rights_1_order,Rights_2_order,Rights_3_order,RightsR_1_order,RightsR_2_order,RightsR_3_order,Scenario_order_1,Scenario_order_2,Scenario_order_3,Scenario_order_4,Q161_1_order,Q161_2_order,Q161_3_order,Q173_1_order,Q173_2_order,Q173_3_order,Q174_1_order,Q174_2_order,Q174_3_order,Q175_1_order,Q175_2_order,Q175_3_order,Q176_1_order,Q176_2_order,Q176_3_order,Q176_4_order,age,age9,ideo7,educ7,hispanic,ethnicity,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1014634209,0.327957585941442,1,2,1,2,NA,NA,NA,2,3,NA,2,2,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,1,NA,NA,1,1,NA,NA,2,NA,92,6,NA,NA,NA,4,4,2,5,5,1,NA,NA,NA,NA,NA,NA,7,1,4,4,1,7,NA,NA,NA,2,4,3,5,4,1,4,2,4,4,2,1,NA,NA,NA,NA,5,2,2,6,3,2,1,3,2,1,NA,14.287,5.173,4.833,6.025,0,0,5.84,5.473,0,0,5.94,5.664,5.338,5.759,5.582,0,0,7.827,7.716,7.501,7.642,7.75,7.569,7.63,7.569,7.706,7.632,7.651,7.651,7.563,7.71,4.578,20,8,7,4,23,5,27,12,24,17,1,2,6,2,1,3,2,4,4,4,4,4,4,2,1,3,4,4,4,3,2,1,1,2,1,4,4,4,4,2,1,3,3,2,1,1,3,2,1,2,3,2,3,1,5,5,5,5,20,2,7,6,1,2,1999,2,3,6,1,4,7,3,8,7,27,2,6,3,2,2,1,1,3,2019-10-10T18:36:47Z,2019-10-10T18:43:25Z
1014582511,0.423966147252706,1,1,2,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,3,3,NA,1,1,3,NA,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,20,1,NA,NA,NA,1,1,4,NA,NA,NA,2,2,2,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,2,1,1,4,4,1,1,1,1,1,1,1,3,2,2,3,1,2,1,I wasn't confused at all. I think some of the questions were PURPOSEFULLY misleading. This may be the worst YouGov I have ever participated in. I'm still waiting for YouGov to ask whether I am socially liberal or conservative and whether I am fiscally liberal or conservative.,119.349,29.096,14.264,55.585,0,33.933,0,0,66.265,0,1.451,0,32.022,141.396,53.019,2453.161,0,12.341,14.059,14.218,5.731,6.504,6.103,15.999,52.051,11.965,7.067,6.227,8.19,14.822,13.756,268.131,15,5,11,16,25,12,14,21,2,20,2,6,3,2,3,1,2,4,4,4,1,3,2,4,4,4,4,4,4,2,3,1,3,3,3,2,3,1,2,4,5,4,1,2,3,4,4,4,1,2,3,1,2,3,3,1,2,4,64,6,NA,3,2,1,1955,1,1,3,2,1,10,4,5,2,39,1,5,1,9,6,2,4,7,2019-10-10T17:39:03Z,2019-10-10T18:43:34Z
1014632819,1.25910000388333,2,1,2,1,NA,NA,2,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,1,37,10,4,5,4,NA,NA,NA,NA,NA,NA,2,2,1,5,5,5,NA,NA,NA,NA,NA,NA,2,7,1,NA,NA,NA,1,1,3,1,3,3,1,1,4,1,1,1,1,3,1,1,2,2,2,3,1,2,1,NA,91.848,23.397,9.789,0,28.167,24.951,0,0,29.95,62.493,0,0,27.722,39.917,44.085,35.532,0,8.501,3.145,3.651,3.299,5.358,3.942,4.471,16.668,15.779,11.269,7.466,15.137,4.221,7.545,3.422,10,3,28,13,12,22,16,4,23,5,2,4,7,1,4,4,4,2,3,1,2,1,3,4,4,4,1,2,3,4,4,4,3,3,3,2,3,1,1,2,3,5,3,2,1,4,4,4,1,3,2,1,3,2,1,4,3,2,73,7,2,3,2,1,1946,2,1,3,1,5,6,2,6,2,8,1,4,2,1,5,2,2,1,2019-10-10T18:29:55Z,2019-10-10T18:43:41Z
1013274893,0.824343285088356,1,2,1,2,NA,1,NA,NA,NA,NA,5,NA,NA,NA,4,3,NA,NA,5,NA,NA,NA,1,NA,5,5,NA,NA,NA,5,5,NA,71,7,NA,NA,NA,1,7,2,5,7,5,NA,NA,NA,NA,NA,NA,1,7,1,5,5,5,NA,NA,NA,5,5,5,1,5,1,2,5,5,NA,NA,NA,5,1,5,1,3,3,1,6,2,5,6,6,2,1,"No, thank you!!",99.79,10.165,10.893,128.772,0,0,25.19,22.473,0,0,207.682,39.181,38.889,233.84,0,244.154,0,4.058,3.651,2.78,3.387,4.416,5.608,21.113,18.551,8.539,6.857,13.993,8.143,127.917,17.1,16.173,26,15,7,22,11,12,21,27,19,2,4,1,1,5,2,3,1,4,4,4,4,4,4,2,3,1,4,4,4,1,3,2,2,1,1,4,4,4,3,4,4,5,1,3,2,1,2,3,4,4,4,2,3,1,3,2,4,1,49,5,4,4,2,2,1970,2,2,4,5,7,2,1,2,7,39,1,3,3,1,6,1,1,2,2019-10-10T18:16:28Z,2019-10-10T18:43:51Z
1014593871,0.816295668924241,1,1,2,2,1,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,26,10,NA,NA,NA,1,1,2,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,5,1,2,1,1,1,1,1,1,NA,NA,NA,3,4,1,1,3,4,1,3,2,4,1,3,2,1,NA,97.556,13.745,9.309,28.888,0,34.591,0,0,27.657,0,21.124,44.655,17.294,25.107,0,58.986,0,7.232,4.649,4.234,8.904,7.847,5.348,5.773,18.875,10.704,9.218,15.51,8.122,13.142,13.44,5.431,1,10,20,12,22,16,21,19,8,9,1,4,5,3,3,1,2,4,4,4,3,1,2,4,4,4,4,4,4,2,1,3,3,3,3,3,2,1,5,5,4,4,1,3,2,3,2,1,4,4,4,2,3,1,2,4,1,3,57,6,6,2,2,1,1962,2,1,2,1,7,97,1,1,1,1,1,2,3,11,6,2,4,7,2019-10-10T18:33:21Z,2019-10-10T18:44:36Z
1014634011,1.02240059223833,1,1,2,2,1,1,NA,NA,NA,2,NA,2,NA,NA,4,NA,NA,3,NA,NA,NA,5,3,2,NA,NA,2,NA,NA,NA,NA,NA,100,10,NA,NA,NA,1,1,7,NA,NA,NA,7,7,7,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,5,4,5,1,5,5,5,5,5,5,1,1,1,3,2,1,1,2,2,3,2,2,1,I had no problems,83.212,7.773,4.431,20.951,0,30.199,0,0,22.96,0,16.729,0,22.228,25.82,17.776,49.065,0,3.784,1.965,1.5,2.857,1.719,3.042,2.435,4.954,9.013,7.959,12.223,7.182,4.773,7.935,15.802,23,1,6,20,8,14,19,11,18,2,2,4,5,5,1,3,2,4,4,4,2,3,1,4,4,4,4,4,4,1,2,3,3,3,3,1,3,2,5,5,2,3,2,3,1,4,4,4,2,3,1,2,3,1,1,4,3,2,35,4,1,3,1,1,1984,1,1,3,1,1,11,2,7,2,6,1,5,2,12,1,1,1,1,2019-10-10T18:35:46Z,2019-10-10T18:44:39Z
1014625699,1.51866502526164,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,2,NA,NA,1,NA,NA,1,1,35,10,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,2,1,2,1,2,1,1,1,1,NA,NA,NA,4,4,1,1,2,4,1,3,2,2,3,1,2,1,One of more interesting survey I have taken.,88.367,19.755,14.079,18.838,0,15.789,0,0,28.279,0,37.198,38.558,36.971,34.844,0,53.014,7.621,8.241,3.932,4.672,10.914,6.562,5.254,5.859,9.495,10.788,8.581,5.491,7.457,11.767,13.733,37.075,15,9,8,14,27,16,18,21,28,24,4,4,2,3,3,2,1,4,4,4,1,3,2,4,4,4,4,4,4,3,2,1,3,3,3,1,2,3,2,4,2,2,1,2,3,1,3,2,4,4,4,2,1,3,1,3,4,2,74,7,4,5,2,1,1945,2,1,5,6,5,7,3,3,1,53,1,3,1,1,5,2,2,5,2019-10-10T18:21:38Z,2019-10-10T18:45:47Z
1014101987,1.24539709062526,1,1,2,1,NA,1,2,4,2,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,98,10,NA,NA,NA,4,4,1,NA,NA,NA,4,2,4,5,5,5,NA,NA,NA,NA,NA,NA,5,1,5,4,3,1,NA,NA,NA,1,2,3,1,1,3,5,1,1,1,1,1,1,1,2,2,3,2,2,1,NA,51.707,8.824,6.163,25.957,0,32.699,0,0,10.126,20.417,0,31.146,0,28.332,41.126,29.726,0,3.167,3.001,2.537,3.64,4.324,3.819,2.716,5.324,4.203,2.98,5.067,6.066,2.733,5.398,2.076,4,12,21,20,2,22,5,3,7,17,2,6,3,1,1,2,3,4,4,4,1,2,3,4,4,4,2,3,1,4,4,4,3,3,3,3,2,1,1,2,4,1,4,4,4,1,3,2,3,2,1,3,2,1,4,1,3,2,45,5,2,2,1,1,1974,2,1,2,1,2,4,3,4,2,36,1,4,1,2,4,2,3,1,2019-10-10T18:38:16Z,2019-10-10T18:46:11Z
1014634001,1.21760358808653,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,3,NA,NA,NA,1,3,2,NA,NA,2,NA,NA,1,1,49,10,5,NA,5,NA,NA,NA,1,2,7,NA,NA,NA,NA,NA,NA,1,7,5,NA,NA,NA,2,4,5,NA,NA,NA,4,3,3,5,5,5,1,1,1,5,5,2,1,2,1,1,4,2,4,4,5,2,2,no,89.88,9.499,2.174,0,25.984,0,38.049,30.284,0,31.706,0,0,18.789,8.615,14.312,36.052,0,4.23,3.868,4.57,3.441,6.147,6.894,5.779,19.562,14.466,18.641,10.842,13.025,5.485,14.238,8.677,28,10,19,12,8,24,27,20,15,21,6,1,7,1,4,4,4,1,2,3,4,4,4,1,3,2,1,2,3,4,4,4,2,1,1,4,4,4,2,2,3,3,3,2,1,4,4,4,2,1,3,2,1,3,3,1,4,2,71,7,1,2,2,1,1948,2,1,2,3,2,3,3,4,7,37,1,5,2,1,7,1,1,8,2019-10-10T18:35:44Z,2019-10-10T18:46:40Z
1014546909,0.732071677516157,2,1,1,2,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,2,NA,NA,3,NA,2,NA,NA,3,NA,NA,NA,2,NA,NA,1,76,9,5,5,4,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,1,2,2,4,4,2,NA,NA,NA,4,2,3,2,3,3,2,2,1,NA,NA,NA,2,1,3,3,1,2,1,3,2,2,3,1,2,1,I understand some of the reasons you are asking these questions but the US is not nor was it founded as a democracy. The founding father's founded this country as a republic and looked at democracy as a bad thing. I understand that the word democracy is now used interchangeably but it can make some of the questions a little misleading.,288.744,10.97,7.778,0,20.117,16.696,0,17.519,0,0,22.871,23.856,20.697,28.808,0,38.218,0,6.13,1.924,1.283,2.516,5.038,3.787,2.694,12.49,7.308,4.911,3.869,5.441,10.849,8.917,89.621,18,13,21,8,28,7,16,25,6,3,7,2,4,2,4,4,4,2,1,3,3,1,2,4,4,4,4,4,4,2,1,3,1,2,1,4,4,4,2,1,2,1,2,3,1,3,2,1,4,4,4,2,3,1,2,3,1,4,39,4,2,5,1,6,1980,1,3,5,1,1,13,2,7,2,48,1,4,1,2,3,2,2,5,2019-10-10T18:31:47Z,2019-10-10T18:47:01Z
1013067379,1.65214801064582,1,2,2,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,4,10,NA,NA,NA,2,1,1,4,5,5,NA,NA,NA,5,4,5,NA,NA,NA,NA,NA,NA,4,5,4,4,1,1,NA,NA,NA,1,2,1,1,1,3,1,1,1,1,1,1,1,3,2,2,NA,2,2,1,"Several questions were confusing. Did not allow for different circumstances because that makes difference on action to take. Such as how the President speaks to reporters. If a reporter is rude, will not relinquish floor, instead of reporting facts reports how he/she feels then YES President has every right to bar, not speak do nice to that person. No difference if someone treated you the same.",174.042,18.579,9.894,40.818,0,0,39.561,0,44.608,60.625,0,59.751,0,96.493,79.013,40.23,0,8.793,3.75,3.403,3.704,6.744,5.358,6.49,12.17,7.229,10.521,30.129,13.816,9.246,7.578,554.821,27,2,14,6,3,22,13,1,5,17,5,6,8,4,1,3,2,4,4,4,4,4,4,2,3,1,2,3,1,4,4,4,3,3,3,1,2,3,5,2,5,2,4,4,4,3,2,1,1,2,3,3,1,2,2,4,1,3,75,8,2,3,2,1,1944,2,1,3,1,5,6,3,5,2,32,1,4,1,3,3,2,1,1,2019-10-10T18:20:55Z,2019-10-10T18:47:04Z
1014632757,0.489174707625186,1,2,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,5,2,NA,NA,57,9,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,2,1,5,1,5,1,1,1,2,1,2,NA,NA,NA,5,3,1,1,3,4,1,2,2,2,3,2,2,1,"I had one question where I was thinking, wondering if I actually knew the correct answer, and before I could click to the next page it went on its own to the next page. I was able to answer the questions otherwise, and these questions tell me I really need to have a refresher course in current civics studies.",83.828,17.93,11.244,25.661,0,0,28.327,16.48,0,46.776,0,72.108,16.178,35.104,0,62.511,0,14.531,3.979,3.164,6.697,26.495,5.464,5.477,26.841,29.009,7.865,30.015,13.69,11.279,12.197,96.084,26,1,4,25,17,3,21,5,16,13,6,1,8,5,1,3,2,4,4,4,4,4,4,2,1,3,2,1,3,4,4,4,1,2,1,4,4,4,4,4,1,4,3,1,2,1,3,2,4,4,4,1,3,2,1,3,2,4,67,7,6,3,1,6,1952,2,3,3,3,5,2,1,2,1,35,1,2,3,12,5,2,4,1,2019-10-10T18:29:32Z,2019-10-10T18:47:40Z
1014635267,0.834599627612077,2,2,1,2,3,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA,NA,1,NA,2,NA,2,NA,NA,3,NA,67,10,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,3,1,2,2,2,2,2,2,1,2,3,3,NA,NA,NA,NA,2,1,1,3,2,2,6,1,2,1,no,40.199,5.553,5.304,0,8.679,0,13.781,15.581,0,0,5.644,16.338,16.15,20.937,29.264,0,0,3.509,2.647,2.26,2.426,2.556,2.747,2.281,3.537,2.681,3.227,8.307,2.998,4.984,7.601,5.246,24,14,27,5,22,13,1,16,20,7,8,3,5,6,4,4,4,1,2,3,4,4,4,3,1,2,4,4,4,1,2,3,1,1,2,4,4,4,2,3,2,2,1,2,3,3,2,1,2,1,3,1,2,3,5,5,5,5,57,6,1,5,2,1,1962,1,1,5,1,1,11,2,7,2,34,1,5,1,4,2,2,1,3,2019-10-10T18:41:53Z,2019-10-10T18:47:49Z
1014089741,1.04103633089519,2,1,2,1,1,2,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,2,NA,NA,NA,1,100,10,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,4,4,4,4,4,4,NA,NA,NA,4,4,4,4,1,1,1,2,2,3,3,2,1,5,none,82.938,8.066,20.111,0,43.457,4.078,0,0,5.672,6.003,0,9.856,3.295,11.597,0,3.038,0,57.223,50.06,17.941,4.322,7.002,51.559,18.383,69.845,22.146,7.139,30.001,2.296,2.778,4.019,13.027,28,7,15,2,4,1,24,12,22,19,2,7,3,8,4,4,4,2,3,1,3,1,2,4,4,4,3,2,1,4,4,4,3,3,3,3,1,2,4,5,2,1,3,1,2,2,3,1,4,4,4,2,3,1,4,3,2,1,33,3,7,7,1,6,1986,1,3,6,1,1,8,1,1,1,41,1,5,1,1,2,2,2,2,2019-10-10T18:31:12Z,2019-10-10T18:48:01Z
1014262417,0.818835042118059,1,2,2,2,1,NA,1,3,NA,NA,1,NA,2,NA,NA,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,75,9,NA,NA,NA,2,1,1,2,4,4,NA,NA,NA,5,5,5,NA,NA,NA,5,7,5,NA,NA,NA,NA,NA,NA,5,3,3,1,2,1,2,1,3,1,1,1,1,2,1,1,3,2,2,3,1,2,1,no,202.704,8.728,10.234,31.926,0,0,20.91,0,25.43,0,600.058,0,17.998,26.22,45.432,46.348,0,6.806,4.398,4.018,4.8,4.5,4.742,5.348,18.916,17.646,10.372,9.678,6.308,9.764,9.654,11.848,15,4,9,20,3,7,1,12,17,25,4,6,3,4,1,2,3,4,4,4,4,4,4,3,2,1,4,4,4,1,3,2,3,3,3,3,2,1,1,4,2,5,1,3,2,4,4,4,3,1,2,2,3,1,3,1,2,4,65,7,1,5,2,1,1954,2,1,5,3,2,2,2,7,2,18,1,5,1,1,5,1,1,1,2019-10-10T18:25:06Z,2019-10-10T18:48:19Z
1014629115,0.81847432157161,2,1,2,1,NA,NA,2,2,NA,NA,NA,NA,3,1,4,NA,NA,3,3,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,75,10,4,5,5,NA,NA,NA,NA,NA,NA,4,2,5,4,5,5,NA,NA,NA,NA,NA,NA,4,5,1,3,4,1,5,3,4,4,4,4,1,4,3,NA,NA,NA,NA,1,1,1,3,2,2,3,1,2,1,"The way some of the questions are asked, it appears that they originate from liberal ideology.",86.594,20.69,8.396,0,38.386,54.035,0,0,22.862,31.829,0,29.183,18.817,31.775,73.754,0,0,6.276,4.995,4.504,7.5,9.706,4.472,6.046,24.815,9.602,8.757,6.925,8.014,16.3,10.066,66.392,4,23,10,24,3,14,9,15,11,17,7,7,4,7,4,4,4,1,3,2,2,3,1,4,4,4,3,1,2,4,4,4,3,3,3,2,3,1,4,2,5,5,1,2,3,1,2,3,3,1,2,1,2,3,5,5,5,5,58,6,1,5,1,6,1961,1,3,5,1,1,9,2,7,2,4,1,5,1,1,1,1,1,1,2019-10-10T18:34:18Z,2019-10-10T18:48:32Z
1014626195,0.635482132326541,1,2,1,1,NA,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,2,5,NA,2,NA,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,38,8,NA,NA,NA,1,2,1,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,2,4,3,2,2,NA,NA,NA,2,1,2,1,3,4,2,2,2,1,2,3,1,3,2,NA,NA,NA,2,1,NA,94.179,19.856,26.062,33.709,0,0,22.486,22.696,0,45.196,0,23.386,0,29.614,43.244,50.478,0,6.144,3.029,2.742,3.192,5.626,3.143,5.761,12.319,8.784,7.573,30.001,30.001,697.105,9.179,6.327,13,7,18,10,2,21,16,23,19,14,8,2,2,1,2,3,1,4,4,4,4,4,4,3,1,2,1,2,3,4,4,4,1,2,1,4,4,4,1,4,4,4,4,4,4,3,1,2,2,1,3,1,3,2,3,2,1,4,32,3,4,6,2,1,1987,2,1,6,1,1,5,3,4,4,53,1,3,2,11,6,2,3,6,2019-10-10T18:24:10Z,2019-10-10T18:48:41Z
1014634979,0.423330388481694,2,1,2,2,NA,2,NA,1,NA,5,5,2,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5,NA,NA,2,2,NA,NA,53,6,7,7,4,NA,NA,NA,NA,NA,NA,2,5,4,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,4,5,4,3,NA,NA,NA,2,4,5,2,3,2,2,6,2,5,6,6,2,1,NA,52.788,3.506,1.73,0,17.469,9.011,0,0,7.815,0,1.825,55.031,6.589,10.213,0,16.87,0,7.92,3.55,1.711,2.302,2.016,4.188,21.725,4.523,9.177,7.841,6.593,7.327,3.927,16.138,1.694,26,2,22,16,15,25,7,6,8,4,7,8,3,3,4,4,4,1,3,2,2,3,1,4,4,4,4,4,4,3,2,1,3,3,3,1,3,2,5,1,2,5,1,2,3,3,2,1,4,4,4,1,2,3,4,3,2,1,20,2,4,2,1,6,1999,2,3,2,5,2,2,5,8,7,48,2,6,3,11,4,2,2,5,2019-10-10T18:40:49Z,2019-10-10T18:48:43Z
1011821333,0.727117391759064,1,1,1,2,NA,1,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,3,NA,1,NA,NA,3,NA,NA,1,NA,3,3,NA,67,7,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,5,1,7,NA,NA,NA,5,1,2,NA,NA,NA,1,1,1,4,4,4,5,4,1,1,1,4,1,3,2,2,3,2,2,1,No problems nor was anything confusing.,97.463,19.059,9.101,37.335,0,21.722,0,20.347,0,0,63.113,110.617,0,85.769,50.974,68.369,0,18.493,5.398,3.573,4.242,4.286,5.356,4.973,25.058,16.944,10.027,7.82,13.84,13.575,19.675,146.065,27,18,16,26,7,4,2,21,15,24,1,2,5,3,2,1,3,4,4,4,1,2,3,4,4,4,4,4,4,2,1,3,1,1,2,4,4,4,3,1,3,3,4,4,4,3,2,1,2,3,1,2,3,1,4,2,3,1,58,6,6,5,2,1,1961,1,1,5,1,1,15,1,1,1,53,1,2,1,10,6,2,4,3,2019-10-10T18:23:34Z,2019-10-10T18:48:48Z
1014380125,0.989124558574211,2,1,2,1,5,2,5,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,5,4,2,NA,NA,NA,NA,NA,83,8,5,5,5,NA,NA,NA,NA,NA,NA,2,1,1,5,5,5,NA,NA,NA,NA,NA,NA,1,2,1,4,5,3,NA,NA,NA,1,2,5,1,4,4,5,2,1,1,4,2,1,3,2,4,5,3,2,1,NA,84.013,12.245,5.481,0,14.607,20.467,0,0,15.02,25.967,0,28.224,0,33.213,36.455,50.532,0,3.297,2.82,3.317,2.593,2.866,2.763,6.258,30.161,9.857,4.826,8.024,25.242,3.544,7.574,5.337,2,7,3,15,5,1,23,22,21,16,7,4,4,1,4,4,4,3,2,1,2,1,3,4,4,4,3,2,1,4,4,4,3,3,3,1,3,2,5,1,5,4,4,4,4,2,3,1,2,3,1,3,2,1,1,2,4,3,30,3,2,5,2,1,1989,2,1,5,1,2,3,2,6,2,34,1,4,3,1,2,1,1,1,2019-10-10T18:38:34Z,2019-10-10T18:48:48Z
1014634833,0.85070572763772,1,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,2,1,3,1,1,NA,NA,NA,NA,NA,27,7,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,2,2,3,1,2,1,NA,NA,NA,3,4,4,3,3,1,1,2,4,1,3,2,2,4,1,2,1,NA,63.096,11.32,6.759,12.195,0,0,11.657,0,10.084,0,15.38,19.939,11.077,0,39.393,33.305,0,5.479,2.261,2.364,2.866,2.673,85.064,3.968,5.07,4.8,3.433,8.83,6.752,7.388,46.742,2.383,15,6,21,23,13,20,19,1,14,22,8,4,5,5,2,3,1,4,4,4,4,4,4,3,2,1,4,4,4,1,3,2,3,3,3,3,2,1,1,4,1,2,3,2,1,2,1,3,1,2,3,4,4,4,2,3,4,1,43,4,6,5,2,1,1976,2,1,5,1,1,6,1,1,1,53,1,2,1,1,2,1,1,2,2019-10-10T18:40:13Z,2019-10-10T18:48:52Z
1014581599,1.84656933524908,2,1,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,3,NA,NA,5,NA,5,NA,NA,1,5,NA,3,50,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,3,NA,47.934,5.144,4.616,0,0.783,0.725,0,0,1.831,0,0.845,0.863,0,1.375,2.28,1.019,0,3.087,2.309,1.684,2.303,1.815,5.164,3.374,3.9,3.579,1.075,1.679,1.495,2.676,3.688,1.001,20,11,1,17,28,26,2,22,25,15,5,8,4,8,4,4,4,2,1,3,2,3,1,4,4,4,4,4,4,2,3,1,3,3,3,3,2,1,3,4,5,2,4,4,4,2,1,3,2,3,1,2,1,3,1,2,3,4,59,6,4,5,2,4,1960,1,4,5,1,1,4,1,2,1,36,1,3,3,6,2,2,1,8,2019-10-10T18:45:53Z,2019-10-10T18:49:00Z
